Drug	Disease
DB00382	125320
DB00407	125320
DB00663	125320
DB00736	125320
DB00796	125320
DB00829	125320
DB00982	125320
DB01033	125320
DB00437	125600
DB00624	125600
DB00731	125600
DB00925	125600
DB01004	125600
DB01176	125600
DB01225	125600
DB00035	125700
DB00993	125700
DB00221	125850
DB00283	125850
DB00328	125850
DB00405	125850
DB00408	125850
DB00484	125850
DB00661	125850
DB00721	125850
DB00822	125850
DB00905	125850
DB01006	125850
DB01017	125850
DB01050	125850
DB01113	125850
DB01120	125850
DB01248	125850
DB00221	125851
DB00283	125851
DB00328	125851
DB00405	125851
DB00408	125851
DB00484	125851
DB00661	125851
DB00721	125851
DB00822	125851
DB00905	125851
DB01006	125851
DB01017	125851
DB01050	125851
DB01113	125851
DB01120	125851
DB01248	125851
DB00104	125852
DB08803	125852
DB00221	125853
DB00283	125853
DB00328	125853
DB00405	125853
DB00408	125853
DB00484	125853
DB00661	125853
DB00721	125853
DB00822	125853
DB00905	125853
DB01006	125853
DB01017	125853
DB01050	125853
DB01106	125853
DB01113	125853
DB01120	125853
DB01248	125853
DB00180	126200
DB00241	126200
DB00624	126200
DB00734	126200
DB00851	126200
DB00906	126200
DB00988	126200
DB01195	126200
DB01203	126200
DB00647	127350
DB00499	127750
DB00180	128101
DB00555	128101
DB00014	131200
DB00302	131200
DB00366	131200
DB00593	131200
DB00712	131200
DB00949	131200
DB00968	131200
DB01367	131200
DB00214	131300
DB00284	131300
DB00469	131300
DB00706	131300
DB01086	131300
DB00605	131440
DB00783	132090
DB00783	132100
DB00783	132300
DB00502	133239
DB00554	133239
DB00950	133239
DB00327	133600
DB00437	133600
DB00608	133600
DB00624	133600
DB00776	133600
DB01225	133600
DB00327	133690
DB00596	133690
DB00776	133690
DB00804	133690
DB00035	134430
DB00297	134430
DB00035	134500
DB00297	134500
DB00297	134510
DB00297	134520
DB00152	134600
DB01063	134600
DB00989	134750
DB00477	135550
DB00200	136200
DB00734	136200
DB01400	136200
DB00304	137215
DB00537	137215
DB00554	137215
DB00991	137215
DB01085	137215
DB01238	137215
DB00751	137400
DB00245	137580
DB00499	137580
DB00570	137580
DB00652	137580
DB00724	137580
DB00193	137750
DB00286	137750
DB00369	137750
DB00384	137750
DB00444	137750
DB00480	137750
DB00514	137750
DB00650	137750
DB00657	137750
DB00861	137750
DB00889	137750
DB01185	137750
DB01196	137750
DB01197	137750
DB00286	137760
DB00369	137760
DB00384	137760
DB00444	137760
DB00480	137760
DB00650	137760
DB00657	137760
DB00808	137760
DB00861	137760
DB00889	137760
DB01132	137760
DB01185	137760
DB01197	137760
DB00257	137800
DB00278	138800
DB00445	138800
DB00278	140300
DB00445	140300
DB00122	140600
DB00140	140600
DB00191	140600
DB00200	140600
DB00315	140600
DB00316	140600
DB00327	140600
DB00457	140600
DB00464	140600
DB00477	140600
DB00494	140600
DB00549	140600
DB00569	140600
DB00575	140600
DB00596	140600
DB00699	140600
DB00741	140600
DB00773	140600
DB00776	140600
DB00804	140600
DB00852	140600
DB00921	140600
DB00929	140600
DB00933	140600
DB00952	140600
DB00984	140600
DB01002	140600
DB01039	140600
DB01058	140600
DB01259	140600
DB01261	140600
DB01356	140600
DB01576	140600
DB00563	140850
DB00180	143100
DB01590	143100
DB00181	143465
DB00284	143465
DB00287	143465
DB00414	143465
DB00454	143465
DB00532	143465
DB00570	143465
DB00734	143465
DB01009	143465
DB01137	143465
DB01142	143465
DB01242	143465
DB01400	143465
DB01403	143465
DB01162	143500
DB00281	143880
DB00396	143880
DB00624	143880
DB00687	143880
DB00636	143890
DB00966	143890
DB01069	143890
DB01083	143890
DB00169	144010
DB00226	144010
DB00620	144010
DB00636	144010
DB01026	144010
DB01069	144010
DB01080	144010
DB01083	144010
DB01233	144010
DB00320	144110
DB00419	144110
DB00570	144110
DB00990	144110
DB01042	144110
DB01146	144110
DB01083	144250
DB00636	144400
DB00966	144400
DB01069	144400
DB01083	144400
DB00620	144650
DB00627	144650
DB01026	144650
DB01233	144650
DB00394	144700
DB00436	144700
DB00524	144700
DB00593	144700
DB00998	144700
DB01085	144700
DB01255	144700
DB01410	144700
DB04861	144700
DB00748	145100
DB00748	145200
DB00376	145500
DB00652	145500
DB00669	145500
DB00957	145500
DB01077	145500
DB01244	145500
DB01258	145500
DB00136	145590
DB00200	145590
DB00240	145590
DB00315	145590
DB00316	145590
DB00318	145590
DB00353	145590
DB00364	145590
DB00368	145590
DB00384	145590
DB00424	145590
DB00472	145590
DB00500	145590
DB00501	145590
DB00531	145590
DB00552	145590
DB00749	145590
DB00759	145590
DB00776	145590
DB00844	145590
DB00882	145590
DB00888	145590
DB00933	145590
DB01002	145590
DB01039	145590
DB01068	145590
DB01167	145590
DB01222	145590
DB01225	145590
DB01356	145590
DB01203	145600
DB01083	145750
DB00638	146110
DB00131	146200
DB00141	146200
DB00152	146200
DB00167	146200
DB01063	146200
DB00131	146255
DB00152	146255
DB00177	146255
DB00213	146255
DB00489	146255
DB00508	146255
DB00536	146255
DB00572	146255
DB00669	146255
DB00679	146255
DB00687	146255
DB00716	146255
DB00780	146255
DB00869	146255
DB00880	146255
DB00977	146255
DB01017	146255
DB01063	146255
DB01189	146255
DB00210	146500
DB00367	146500
DB00384	146500
DB00748	146700
DB00624	146850
DB00851	146850
DB00952	146850
DB00808	147480
DB00122	147530
DB00180	147530
DB00191	147530
DB00200	147530
DB00227	147530
DB00271	147530
DB00280	147530
DB00284	147530
DB00290	147530
DB00295	147530
DB00315	147530
DB00320	147530
DB00325	147530
DB00327	147530
DB00332	147530
DB00343	147530
DB00354	147530
DB00448	147530
DB00451	147530
DB00454	147530
DB00457	147530
DB00460	147530
DB00471	147530
DB00477	147530
DB00491	147530
DB00500	147530
DB00521	147530
DB00532	147530
DB00552	147530
DB00569	147530
DB00570	147530
DB00575	147530
DB00585	147530
DB00596	147530
DB00603	147530
DB00640	147530
DB00644	147530
DB00675	147530
DB00696	147530
DB00715	147530
DB00741	147530
DB00744	147530
DB00776	147530
DB00800	147530
DB00831	147530
DB00852	147530
DB00883	147530
DB00884	147530
DB00899	147530
DB00912	147530
DB00915	147530
DB00925	147530
DB00929	147530
DB00933	147530
DB00947	147530
DB00990	147530
DB00996	147530
DB01039	147530
DB01076	147530
DB01128	147530
DB01137	147530
DB01144	147530
DB01146	147530
DB01161	147530
DB01177	147530
DB01181	147530
DB01195	147530
DB01200	147530
DB01204	147530
DB01356	147530
DB01364	147530
DB00341	147540
DB00364	147540
DB00384	147540
DB00393	147540
DB00427	147540
DB00608	147540
DB00624	147540
DB00630	147540
DB00657	147540
DB00851	147540
DB00952	147540
DB01062	147540
DB01068	147540
DB00515	148000
DB00559	148000
DB00686	148000
DB01221	148000
DB00608	148100
DB00575	150600
DB00622	150600
DB00776	150600
DB00933	150600
DB01039	150600
DB00686	150699
DB00241	151380
DB01019	151380
DB01067	151380
DB01170	151380
DB00437	151400
DB00554	151400
DB00608	151400
DB00624	151400
DB00748	151400
DB01004	151400
DB00091	151590
DB00608	151590
DB00624	151590
DB00851	151590
DB00933	151590
DB00988	151590
DB01225	151590
DB01427	151590
DB00455	152700
DB00694	152700
DB00699	153800
DB01225	153800
DB01203	153880
DB01203	154275
DB00682	154276
DB01136	154276
DB01196	154276
DB01217	154276
DB00289	155100
DB00843	155100
DB00846	155100
DB00998	155100
DB01238	155100
DB00289	155600
DB00843	155600
DB00846	155600
DB00998	155600
DB01238	155600
DB00814	155601
DB01222	155601
DB00482	156000
DB00200	156190
DB00215	156190
DB00240	156190
DB00271	156190
DB00313	156190
DB00315	156190
DB00318	156190
DB00327	156190
DB00352	156190
DB00369	156190
DB00427	156190
DB00563	156190
DB00624	156190
DB00654	156190
DB00659	156190
DB00691	156190
DB00692	156190
DB00776	156190
DB00908	156190
DB00915	156190
DB00933	156190
DB00939	156190
DB00945	156190
DB00990	156190
DB00992	156190
DB01161	156190
DB01224	156190
DB00210	157300
DB00262	157300
DB00334	157300
DB00563	157300
DB00591	157300
DB00604	157300
DB00678	157300
DB01194	157300
DB01611	157300
DB00451	157700
DB01012	157700
DB01146	157700
DB01359	157700
DB00736	157950
DB01062	157950
DB01068	157950
DB00988	158280
DB00692	160300
DB00915	160300
DB01161	160300
DB00181	160750
DB00734	160750
DB01395	160750
DB00176	161400
DB00177	161400
DB00186	161400
DB00193	161400
DB00201	161400
DB00204	161400
DB00213	161400
DB00222	161400
DB00262	161400
DB00268	161400
DB00273	161400
DB00286	161400
DB00308	161400
DB00324	161400
DB00342	161400
DB00349	161400
DB00363	161400
DB00369	161400
DB00370	161400
DB00376	161400
DB00397	161400
DB00413	161400
DB00428	161400
DB00444	161400
DB00451	161400
DB00480	161400
DB00489	161400
DB00508	161400
DB00514	161400
DB00519	161400
DB00536	161400
DB00553	161400
DB00563	161400
DB00570	161400
DB00585	161400
DB00589	161400
DB00591	161400
DB00611	161400
DB00650	161400
DB00652	161400
DB00654	161400
DB00669	161400
DB00679	161400
DB00682	161400
DB00687	161400
DB00716	161400
DB00787	161400
DB00788	161400
DB00795	161400
DB00810	161400
DB00861	161400
DB00865	161400
DB00868	161400
DB00869	161400
DB00873	161400
DB00880	161400
DB00887	161400
DB00889	161400
DB00953	161400
DB00957	161400
DB00959	161400
DB00977	161400
DB00993	161400
DB01009	161400
DB01014	161400
DB01017	161400
DB01075	161400
DB01077	161400
DB01104	161400
DB01124	161400
DB01146	161400
DB01157	161400
DB01177	161400
DB01182	161400
DB01185	161400
DB01189	161400
DB01194	161400
DB01196	161400
DB01232	161400
DB01235	161400
DB01244	161400
DB01258	161400
DB01283	161400
DB01611	161400
DB00175	161900
DB00214	161900
DB00284	161900
DB00333	161900
DB00469	161900
DB00706	161900
DB00888	161900
DB01086	161900
DB01165	161900
DB01216	161900
DB01231	161900
DB01234	161900
DB00482	164230
DB00227	165150
DB00248	165150
DB00471	165150
DB00555	165150
DB00608	165150
DB00990	165150
DB00122	165199
DB00140	165199
DB00191	165199
DB00327	165199
DB00457	165199
DB00464	165199
DB00477	165199
DB00494	165199
DB00549	165199
DB00569	165199
DB00575	165199
DB00596	165199
DB00699	165199
DB00741	165199
DB00773	165199
DB00776	165199
DB00804	165199
DB00852	165199
DB00929	165199
DB00933	165199
DB00984	165199
DB01002	165199
DB01039	165199
DB01058	165199
DB01259	165199
DB01261	165199
DB01356	165199
DB01576	165199
DB00213	165720
DB00281	165720
DB00687	165720
DB00880	165720
DB00977	165720
DB00131	166300
DB00141	166300
DB00152	166300
DB00167	166300
DB00281	166300
DB00285	166300
DB00476	166300
DB00622	166300
DB00697	166300
DB00876	166300
DB01063	166300
DB00434	166710
DB00529	166710
DB00531	166710
DB00731	166710
DB01076	166710
DB01125	166710
DB01148	166710
DB01225	166710
DB00281	166760
DB00396	166760
DB00622	166760
DB00876	166760
DB01122	166760
DB00175	167320
DB00182	167320
DB00214	167320
DB00284	167320
DB00398	167320
DB00454	167320
DB00469	167320
DB00482	167320
DB00532	167320
DB00706	167320
DB01058	167320
DB01086	167320
DB01137	167320
DB01142	167320
DB01234	167320
DB00188	167870
DB00244	167870
DB00264	167870
DB00321	167870
DB00371	167870
DB00382	167870
DB00407	167870
DB00490	167870
DB00704	167870
DB00736	167870
DB00796	167870
DB00906	167870
DB00982	167870
DB01175	167870
DB01192	167870
DB01228	167870
DB01296	167870
DB00188	168100
DB00244	168100
DB00264	168100
DB00321	168100
DB00371	168100
DB00382	168100
DB00387	168100
DB00407	168100
DB00419	168100
DB00490	168100
DB00584	168100
DB00704	168100
DB00736	168100
DB00982	168100
DB01023	168100
DB01161	168100
DB01175	168100
DB01228	168100
DB01296	168100
DB01628	168100
DB00264	168600
DB00321	168600
DB00371	168600
DB00382	168600
DB00387	168600
DB00407	168600
DB00419	168600
DB00490	168600
DB00584	168600
DB00704	168600
DB00982	168600
DB01023	168600
DB01161	168600
DB01175	168600
DB01228	168600
DB01628	168600
DB00115	168601
DB00199	168601
DB00563	170900
DB00570	170900
DB00591	170900
DB00682	170900
DB00758	170900
DB00917	170900
DB00608	171300
DB00668	173200
DB01202	173200
DB00477	174800
DB00596	174800
DB00477	175100
DB00328	175505
DB00641	175505
DB00014	175510
DB00285	175510
DB00492	175510
DB00771	175510
DB01085	175510
DB01115	175510
DB01188	175510
DB01195	175510
DB01238	175510
DB00201	176800
DB00370	176800
DB00553	176800
DB00810	176800
DB00873	176800
DB01077	176800
DB01232	176800
DB04844	176800
DB00268	176807
DB00342	176807
DB00376	176807
DB00397	176807
DB00451	176807
DB00523	176807
DB00585	176807
DB00719	176807
DB01014	176807
DB01099	176807
DB01104	176807
DB01189	176807
DB00598	178600
DB00608	178600
DB00624	178600
DB00988	178600
DB01225	178600
DB01041	179600
DB04868	179600
DB00245	179800
DB00310	179800
DB00333	179800
DB00361	179800
DB00404	179800
DB00427	179800
DB00469	179800
DB00472	179800
DB00499	179800
DB00550	179800
DB00555	179800
DB00612	179800
DB00672	179800
DB00724	179800
DB00816	179800
DB00924	179800
DB01043	179800
DB01058	179800
DB01216	179800
DB01231	179800
DB01254	179800
DB01275	179800
DB01551	179800
DB00748	179830
DB00440	181000
DB00502	181000
DB00554	181000
DB00765	181000
DB01018	181000
DB00214	181460
DB00424	181460
DB00499	181460
DB00724	181460
DB00302	181500
DB00328	181500
DB00366	181500
DB00712	181500
DB00871	181500
DB00968	181500
DB01351	181500
DB00624	182000
DB00998	182280
DB00559	182830
DB00608	182830
DB00624	182830
DB00988	182830
DB01225	182830
DB01232	182830
DB00206	184700
DB00277	184700
DB00401	184700
DB00557	184700
DB00794	184700
DB01217	184700
DB00394	187360
DB00991	187360
DB00570	187950
DB00180	188030
DB00182	188030
DB00647	188050
DB00719	188050
DB00262	188470
DB00563	188470
DB00783	188470
DB00904	188470
DB00990	188470
DB01194	188470
DB06803	188470
DB00211	188890
DB00337	188890
DB00363	188890
DB00419	188890
DB00443	188890
DB00497	188890
DB00564	188890
DB00573	188890
DB00727	188890
DB00736	188890
DB00783	188890
DB00853	188890
DB00918	188890
DB00921	188890
DB01118	188890
DB01162	188890
DB01194	188890
DB00180	189600
DB00555	189600
DB00692	189600
DB00847	189600
DB00883	189600
DB00624	189800
DB00764	190300
DB00997	190300
DB01019	190300
DB01210	190300
DB01012	190310
DB00285	190400
DB00302	190400
DB00350	190400
DB00366	190400
DB00593	190400
DB00712	190400
DB00949	190400
DB00968	190400
DB00458	191100
DB00548	191390
DB01579	191390
DB00035	191800
DB00535	192000
DB00991	192000
DB01221	192000
DB00128	192200
DB00635	192200
DB00162	193200
DB00343	193200
DB00368	193200
DB00419	193200
DB00451	193200
DB00461	193200
DB00585	193200
DB00654	193200
DB00692	193200
DB00696	193200
DB00915	193200
DB01146	193200
DB01161	193200
DB01200	193200
DB00624	193400
DB00973	194070
DB06700	194070
DB00380	194200
DB00687	194200
DB00868	194200
DB00880	194200
DB00887	194200
DB00624	200170
DB00851	200170
DB00126	202370
DB01162	202400
DB00122	203700
DB00327	203700
DB00477	203700
DB00494	203700
DB00549	203700
DB00569	203700
DB00575	203700
DB00596	203700
DB00699	203700
DB00741	203700
DB00776	203700
DB00804	203700
DB00852	203700
DB00933	203700
DB00984	203700
DB01002	203700
DB01039	203700
DB01058	203700
DB01261	203700
DB00213	205700
DB00380	205700
DB00413	205700
DB00589	205700
DB00687	205700
DB00880	205700
DB00887	205700
DB00993	205700
DB00179	206200
DB00216	206200
DB00218	206200
DB00276	206200
DB00331	206200
DB00390	206200
DB00434	206200
DB00468	206200
DB00529	206200
DB00531	206200
DB00544	206200
DB00583	206200
DB00608	206200
DB00624	206200
DB00642	206200
DB00657	206200
DB00710	206200
DB00733	206200
DB00757	206200
DB00806	206200
DB00844	206200
DB00863	206200
DB00928	206200
DB00952	206200
DB00972	206200
DB00995	206200
DB00997	206200
DB01045	206200
DB01125	206200
DB01210	206200
DB01214	206200
DB01225	206200
DB01260	206200
DB01291	206200
DB01390	206200
DB00768	208085
DB00783	208085
DB00904	208085
DB00990	208085
DB00374	208230
DB00554	208300
DB00624	208300
DB00988	208300
DB01046	208550
DB00218	208700
DB00276	208700
DB00331	208700
DB00380	208700
DB00468	208700
DB00642	208700
DB00687	208700
DB00806	208700
DB00863	208700
DB00868	208700
DB00880	208700
DB00887	208700
DB00972	208700
DB01210	208700
DB01214	208700
DB00991	208750
DB00255	208920
DB01016	208920
DB01084	208920
DB01098	208920
DB01151	208920
DB01394	209850
DB00374	210050
DB00374	211980
DB00571	212050
DB00374	212110
DB00956	212110
DB00213	212112
DB00230	212112
DB00380	212112
DB00413	212112
DB00428	212112
DB00519	212112
DB00589	212112
DB00687	212112
DB00795	212112
DB00808	212112
DB00851	212112
DB00868	212112
DB00880	212112
DB00887	212112
DB00993	212112
DB01189	212112
DB01225	212112
DB01367	212112
DB00285	212130
DB00619	212130
DB00651	212130
DB00712	212130
DB00771	212130
DB00968	212130
DB01174	212130
DB01203	212140
DB00163	212350
DB00248	212350
DB00310	212350
DB00392	212350
DB00550	212350
DB00588	212350
DB00647	212350
DB00747	212350
DB00768	212350
DB00783	212350
DB00808	212350
DB00814	212350
DB00898	212350
DB00904	212350
DB01071	212350
DB01162	212350
DB01193	212350
DB01262	212350
DB01268	212350
DB00427	215140
DB00530	215140
DB01162	215470
DB00158	217150
DB06718	217150
DB00835	217200
DB00835	218200
DB00848	218800
DB00125	219700
DB08803	219750
DB00440	219800
DB00535	219800
DB00554	219800
DB00608	219800
DB00624	219800
DB00686	219800
DB00754	219800
DB00975	219800
DB01001	219800
DB01067	219800
DB01169	219800
DB01225	219800
DB01241	219800
DB00165	220100
DB00214	220100
DB00374	220100
DB00424	220100
DB00724	220100
DB00165	220120
DB00214	220120
DB00424	220120
DB00724	220120
DB00374	222100
DB00419	223350
DB00470	223350
DB00564	223350
DB00736	223350
DB00764	223350
DB01162	223350
DB00297	225740
DB00162	225755
DB00412	226000
DB00412	226150
DB00412	227300
DB00554	230450
DB00907	230450
DB00682	230800
DB01136	230800
DB01196	230800
DB01217	230800
DB00162	230900
DB00177	231000
DB00489	231000
DB00508	231000
DB00631	231000
DB00716	231000
DB00869	231000
DB01320	231000
DB00236	231090
DB00335	231090
DB00541	231090
DB00554	231090
DB00590	231090
DB00624	231090
DB00731	231090
DB00757	231090
DB00834	231090
DB00988	231090
DB01225	231090
DB01247	231090
DB01283	231200
DB00257	231900
DB00289	231900
DB00357	231900
DB00422	231900
DB00440	231900
DB00502	231900
DB00535	231900
DB00554	231900
DB00559	231900
DB00765	231900
DB00843	231900
DB00975	231900
DB00991	231900
DB01067	231900
DB01170	231900
DB01195	231900
DB01162	233100
DB01162	233810
DB01203	234700
DB00163	236000
DB00310	236000
DB00550	236000
DB00647	236000
DB00747	236000
DB00808	236000
DB00904	236000
DB01193	236000
DB01262	236000
DB01268	236000
DB00624	237450
DB00678	237450
DB00851	237450
DB00126	237500
DB00619	238800
DB01174	238800
DB00152	239350
DB01063	239350
DB00748	240200
DB00808	240400
DB01029	241100
DB01035	241100
DB00327	241519
DB00477	242100
DB00535	242100
DB00554	242100
DB00754	242100
DB00975	242100
DB01001	242100
DB00920	243200
DB01250	243200
DB00257	246300
DB00289	246300
DB00440	246300
DB00535	246300
DB00554	246300
DB00605	246300
DB00623	246300
DB00624	246300
DB00686	246300
DB00975	246300
DB00991	246300
DB01019	246300
DB01067	246300
DB01169	246300
DB01170	246300
DB01195	246300
DB01241	246300
DB00647	246400
DB01327	246470
DB00126	247200
DB00182	247640
DB00210	247640
DB00320	247640
DB00398	247640
DB00469	247640
DB00532	247640
DB00540	247640
DB00678	247640
DB00706	247640
DB00776	247640
DB01039	247640
DB01086	247640
DB00091	248190
DB00540	248190
DB00722	248190
DB00988	248190
DB01110	248190
DB01359	248190
DB00305	249100
DB00527	249100
DB00554	249100
DB00559	249100
DB00624	249100
DB00881	249100
DB01225	249100
DB01577	249100
DB01001	250790
DB00187	252320
DB00257	252320
DB00281	252320
DB00396	252320
DB00475	252320
DB00502	252320
DB00535	252320
DB00991	252320
DB01029	252320
DB01030	252320
DB01058	253200
DB01058	254200
DB00278	254400
DB00445	254400
DB00428	254450
DB00687	254450
DB00795	254450
DB00868	254450
DB00880	254450
DB00887	254450
DB00502	254500
DB00535	254500
DB00843	254500
DB00991	254500
DB01030	254500
DB00412	254770
DB00412	254800
DB00241	255900
DB00531	255900
DB00920	255900
DB01151	255900
DB00482	256370
DB00502	256700
DB00554	256700
DB00641	256700
DB00950	256700
DB00991	256700
DB00152	257200
DB00264	257220
DB00321	257220
DB00371	257220
DB00382	257220
DB00387	257220
DB00407	257220
DB00419	257220
DB00490	257220
DB00584	257220
DB00704	257220
DB00982	257220
DB01023	257220
DB01161	257220
DB01175	257220
DB01228	257220
DB01628	257220
DB01233	258360
DB00419	259050
DB00960	259050
DB01099	259050
DB00165	259500
DB00214	259500
DB00424	259500
DB00724	259500
DB00153	259660
DB00159	260300
DB00881	260480
DB00998	260480
DB01001	260480
DB00327	260570
DB00190	260970
DB00271	260970
DB00393	260970
DB00497	260970
DB00859	260970
DB00927	260970
DB01072	260970
DB01088	260970
DB01142	260970
DB01403	260970
DB01406	260970
DB00131	261100
DB00141	261100
DB00152	261100
DB00167	261100
DB01063	261100
DB00201	261515
DB00370	261515
DB00553	261515
DB01077	261515
DB01232	261515
DB04844	261515
DB00162	263300
DB00167	263800
DB00242	263800
DB00531	263800
DB00731	263800
DB00784	263800
DB00851	263800
DB00988	263800
DB01005	263800
DB01019	263800
DB01210	263800
DB01240	263800
DB00257	264120
DB00289	264120
DB00440	264120
DB00535	264120
DB00554	264120
DB00975	264120
DB01067	264120
DB01195	264120
DB00768	264700
DB00783	264700
DB00904	264700
DB00990	264700
DB00535	265400
DB00554	265400
DB00843	265400
DB00991	265400
DB01030	265400
DB00356	266120
DB00775	266120
DB00871	266600
DB00289	267450
DB00502	267450
DB00554	267450
DB00559	267450
DB00765	267450
DB01170	267450
DB00682	267730
DB01136	267730
DB01196	267730
DB01217	267730
DB00278	267740
DB00445	267740
DB00545	267740
DB00755	267740
DB00241	268220
DB00253	268220
DB00257	268220
DB00281	268220
DB00305	268220
DB00396	268220
DB00441	268220
DB00502	268220
DB00535	268220
DB00537	268220
DB00547	268220
DB00554	268220
DB00559	268220
DB00605	268220
DB00624	268220
DB00637	268220
DB00686	268220
DB00748	268220
DB00754	268220
DB00765	268220
DB00839	268220
DB00843	268220
DB00846	268220
DB00851	268220
DB00950	268220
DB00952	268220
DB00975	268220
DB00991	268220
DB00998	268220
DB01001	268220
DB01018	268220
DB01067	268220
DB01085	268220
DB01129	268220
DB01156	268220
DB01170	268220
DB01225	268220
DB01238	268220
DB01241	268220
DB01246	268220
DB01577	268220
DB00160	268320
DB00131	270960
DB00141	270960
DB00152	270960
DB00167	270960
DB01063	270960
DB00131	273300
DB00162	273300
DB00035	273800
DB00146	275000
DB00848	276300
DB00323	277350
DB00624	277440
DB00215	277460
DB00271	277460
DB00318	277460
DB00369	277460
DB00427	277460
DB00563	277460
DB00659	277460
DB00691	277460
DB08803	277480
DB00482	277730
DB01046	277900
DB00768	278200
DB00783	278200
DB00904	278200
DB00990	278200
DB01193	278200
DB00333	300100
DB00724	300100
DB01242	300100
DB01046	300125
DB01046	300136
DB00190	300232
DB00393	300232
DB00859	300232
DB01072	300232
DB01088	300232
DB01403	300232
DB01406	300232
DB00337	300425
DB00497	300425
DB00573	300425
DB00594	300425
DB00624	300425
DB00790	300425
DB00851	300425
DB00853	300425
DB00918	300425
DB00035	300491
DB00374	300494
DB00131	300495
DB00141	300495
DB00152	300495
DB00167	300495
DB01063	300495
DB00460	300496
DB00575	300496
DB00271	301500
DB01071	301500
DB01162	303110
DB00433	304790
DB00696	304790
DB00977	304790
DB00285	304900
DB00651	304900
DB00771	304900
DB00968	304900
DB00427	305300
DB00530	305300
DB00674	307700
DB00750	307700
DB00794	307700
DB01203	307700
DB00264	308205
DB00321	308205
DB00371	308205
DB00382	308205
DB00387	308205
DB00407	308205
DB00419	308205
DB00490	308205
DB00584	308205
DB00704	308205
DB00982	308205
DB01023	308205
DB01161	308205
DB01175	308205
DB01228	308205
DB01628	308205
DB00131	308350
DB00141	308350
DB00152	308350
DB00167	308350
DB01063	308350
DB00343	308600
DB00451	308600
DB00585	308600
DB00696	308600
DB01146	308600
DB01200	308600
DB00264	309900
DB00321	309900
DB00371	309900
DB00382	309900
DB00387	309900
DB00407	309900
DB00419	309900
DB00490	309900
DB00584	309900
DB00704	309900
DB00982	309900
DB01023	309900
DB01161	309900
DB01175	309900
DB01228	309900
