Disease1,Disease2,PHENO-SIM
155100,146255,0.0
155100,601626,0.0
155100,208920,0.0
155100,133239,0.0
155100,246470,0.0
155100,259500,0.0
155100,231090,0.0
155100,268220,0.0
155100,114500,0.0
155100,137215,0.0
155100,109800,0.0
155100,143880,0.0
155100,166300,0.0
155100,114580,0.0
155100,212050,0.0
155100,125320,0.0
155100,168600,0.0
155100,190310,0.0
155100,168100,0.0
155100,107550,0.0
155100,226150,0.0
155100,158280,0.0
155100,256700,0.0
155100,188470,0.0
155100,211980,0.0
155100,194070,0.0
155100,600263,0.0
155100,176800,0.0
155100,184700,0.0
155100,254800,0.0
155100,102100,0.0
155100,254770,0.0
155100,605055,0.0
155100,606703,0.0
155100,277460,0.0
155100,266120,0.0
155100,230450,0.0
155100,104300,0.0
155100,231900,0.0
155100,608583,0.0
155100,608088,0.0
155100,165199,0.0
155100,247200,0.0
155100,601004,0.0
155100,138800,0.0
155100,275000,0.0
155100,140300,0.0
155100,264120,0.0
155100,303110,0.0
155100,601665,0.0
155100,147540,0.0
155100,103780,0.0
155100,601682,0.0
155100,137760,0.0
155100,131300,0.0
155100,144650,0.0
155100,144010,0.0
155100,310468,0.0
155100,115195,0.0
155100,254450,0.0
155100,248190,0.0
155100,189800,0.0
155100,174800,0.0
155100,604416,0.0
155100,146500,0.0
155100,140850,0.0
155100,110100,0.0
155100,300125,0.0
155100,157700,0.0
155100,109100,0.0
155100,277440,0.0
155100,241519,0.0
155100,182830,0.0
155100,602068,0.0
155100,300232,0.0
155100,259050,0.0
155100,165150,0.0
155100,156190,0.0
155100,104130,0.0
155100,304790,0.0
155100,146850,0.0
155100,205700,0.0
155100,607499,0.0
155100,607685,0.0
155100,131440,0.0
155100,145200,0.0
155100,145100,0.0
155100,182000,0.0
155100,277350,0.0
155100,115300,0.0
155100,173200,0.0
155100,148100,0.0
155100,608320,0.0
155100,128101,0.0
155100,607225,0.0
155100,143100,0.0
155100,189600,0.0
155100,131200,0.0
155100,121201,0.0
155100,132100,0.0
155100,132090,0.0
155100,132300,0.0
155100,212140,0.0
155100,607516,0.0
155100,607508,0.0
155100,607501,0.0
155100,607498,0.0
155100,170900,0.0
155100,175100,0.0
155100,175505,0.0
155100,135550,0.0
155100,125700,0.0
155100,304900,0.0
155100,268320,0.0
155100,103100,0.0
155100,121200,0.0
155100,237500,0.0
155100,237450,0.0
155100,218800,0.0
155100,208085,0.0
155100,608217,0.0
155100,143500,0.0
155100,133690,0.0
155100,600803,0.0
155100,602522,0.0
155100,263800,0.0
155100,246400,0.0
155100,156000,0.0
155100,160300,0.0
155100,127750,0.0
155100,102400,0.0
155100,308350,0.0
155100,605021,0.0
155100,312910,0.0
155100,113610,0.0
155100,218200,0.0
155100,250790,0.0
155100,206200,0.0
155100,240400,0.0
155100,146110,0.0
155100,230800,0.0
155100,114550,0.0
155100,145600,0.0
155100,154276,0.0
155100,217150,0.0
155100,238800,0.0
155100,107650,0.0
155100,109200,0.0
155100,260570,0.0
155100,150699,0.0
155100,175510,0.0
155100,220120,0.0
155100,192200,0.0
155100,606798,0.0
155100,137400,0.0
155100,604278,0.0
155100,179800,0.0
155100,179830,0.0
155100,606842,0.0
155100,194200,0.0
155100,125852,0.0
155100,119500,0.0
155100,600634,0.0
155100,270960,0.0
155100,260480,0.0
155100,115645,0.0
155100,147480,0.0
155100,243200,0.0
155100,278200,0.0
155100,249100,0.0
155100,181460,0.0
155100,134750,0.0
273800,607554,0.0
273800,171300,0.0
273800,102300,0.0
273800,137580,0.0
273800,147530,0.0
273800,601042,0.0
273800,608622,0.0
273800,161900,0.0
273800,143465,0.0
273800,144110,0.0
273800,261515,0.0
273800,276300,0.0
273800,188030,0.0
273800,148000,0.0
273800,273300,0.0
273800,236000,0.0
273800,254400,0.0
273800,114480,0.0
273800,607681,0.0
273800,239350,0.0
273800,190300,0.0
273800,600131,0.0
273800,607631,0.0
273800,604827,0.0
273800,608105,0.0
273800,208700,0.0
273800,607682,0.0
273800,300491,0.0
273800,217200,0.0
273800,607628,0.0
273800,267740,0.0
273800,208550,0.0
273800,600807,0.0
273800,151400,0.0
273800,258360,0.0
273800,109543,0.0
273800,126200,0.0
273800,603165,0.0
273800,151590,0.0
273800,133600,0.0
273800,164230,0.0
273800,167870,0.0
273800,115000,0.0
273800,134510,0.0
273800,134520,0.0
273800,134430,0.0
273800,227300,0.0
273800,134500,0.0
273800,157950,0.0
273800,254200,0.0
273800,300494,0.0
273800,181500,0.0
273800,178600,0.0
273800,247640,0.0
273800,102500,0.0
273800,215470,0.0
273800,601518,0.0
273800,311360,0.0
273800,176807,0.0
273800,192000,0.0
273800,137750,0.0
273800,145500,0.0
273800,225755,0.0
273800,608033,0.0
273800,260970,0.0
273800,225740,0.0
273800,215140,0.0
273800,256370,0.0
273800,600351,0.0
273800,203700,0.0
273800,208300,0.0
273800,137800,0.0
273800,254500,0.0
273800,540000,0.0
273800,125310,0.0
273800,601367,1.0
273800,150600,0.0
273800,166710,0.0
273800,602080,0.0
273800,167320,0.0
273800,607459,0.0
273800,208230,0.0
273800,308205,0.0
273800,106400,0.0
273800,140600,0.0
273800,607850,0.0
273800,165720,0.0
273800,252320,0.0
273800,600808,0.0
273800,600631,0.0
273800,263300,0.0
273800,144700,0.0
273800,155601,0.0
273800,155600,0.0
273800,187950,0.0
273800,182280,0.0
273800,600082,0.0
273800,200170,0.0
273800,241100,0.0
273800,109350,0.0
273800,107320,0.0
273800,157300,0.0
273800,152700,0.0
273800,191390,0.0
273800,266600,0.0
273800,179600,0.0
273800,190400,0.0
273800,160750,0.0
273800,181000,0.0
273800,601608,0.0
273800,153880,0.0
273800,233810,0.0
273800,223350,0.0
273800,166760,0.0
273800,125853,0.0
273800,125851,0.0
273800,600496,0.0
273800,125850,0.0
273800,212350,0.0
273800,212112,0.0
273800,212130,0.0
273800,208750,0.0
273800,226000,0.0
273800,246300,0.0
273800,188050,0.0
273800,146255,0.0
273800,601626,0.0
273800,208920,0.0
273800,133239,0.0
273800,246470,0.0
273800,259500,0.0
273800,231090,0.0
273800,268220,0.0
273800,114500,0.0
273800,137215,0.0
273800,109800,0.0
273800,143880,0.0
273800,166300,0.0
273800,114580,0.0
273800,212050,0.0
273800,125320,0.0
273800,168600,0.0
273800,190310,0.0
273800,168100,0.0
273800,107550,0.0
273800,226150,0.0
273800,158280,0.0
273800,256700,0.0
273800,188470,0.0
273800,211980,0.0
273800,194070,0.0
273800,600263,0.0
273800,176800,0.0
273800,184700,0.0
273800,254800,0.0
273800,102100,0.0
273800,254770,0.0
273800,605055,0.0
273800,606703,0.0
273800,277460,0.0
273800,266120,0.0
273800,230450,0.0
273800,104300,0.0
273800,231900,0.0
273800,608583,0.0
273800,608088,0.0
273800,165199,0.0
273800,247200,0.0
273800,601004,0.0
273800,138800,0.0
273800,275000,0.0
273800,140300,0.0
273800,264120,0.0
273800,303110,0.0
273800,601665,0.0
273800,147540,0.0
273800,103780,0.0
273800,601682,0.0
273800,137760,0.0
273800,131300,0.0
273800,144650,0.0
273800,144010,0.0
273800,310468,0.0
273800,115195,0.0
273800,254450,0.0
273800,248190,0.0
273800,189800,0.0
273800,174800,0.0
273800,604416,0.0
273800,146500,0.0
273800,140850,0.0
273800,110100,0.0
273800,300125,0.0
273800,157700,0.0
273800,109100,0.0
273800,277440,0.0
273800,241519,0.0
273800,182830,0.0
273800,602068,0.0
273800,300232,0.0
273800,259050,0.0
273800,165150,0.0
273800,156190,0.0
273800,104130,0.0
273800,304790,0.0
273800,146850,0.0
273800,205700,0.0
273800,607499,0.0
273800,607685,0.0
273800,131440,0.0
273800,145200,0.0
273800,145100,0.0
273800,182000,0.0
273800,277350,0.0
273800,115300,0.0
273800,173200,0.0
273800,148100,0.0
273800,608320,0.0
273800,128101,0.0
273800,607225,0.0
273800,143100,0.0
273800,189600,0.0
273800,131200,0.0
273800,121201,0.0
273800,132100,0.0
273800,132090,0.0
273800,132300,0.0
273800,212140,0.0
273800,607516,0.0
273800,607508,0.0
273800,607501,0.0
273800,607498,0.0
273800,170900,0.0
273800,175100,0.0
273800,175505,0.0
273800,135550,0.0
273800,125700,0.0
273800,304900,0.0
273800,268320,0.0
273800,103100,0.0
273800,121200,0.0
273800,237500,0.0
273800,237450,0.0
273800,218800,0.0
273800,208085,0.0
273800,608217,0.0
273800,143500,0.0
273800,133690,0.0
273800,600803,0.0
273800,602522,0.0
273800,263800,0.0
273800,246400,0.0
273800,156000,0.0
273800,160300,0.0
273800,127750,0.0
273800,102400,0.0
273800,308350,0.0
273800,605021,0.0
273800,312910,0.0
273800,113610,0.0
273800,218200,0.0
273800,250790,0.0
273800,206200,0.0
273800,240400,0.0
273800,146110,0.0
273800,230800,0.0
273800,114550,0.0
273800,145600,0.0
273800,154276,0.0
273800,217150,0.0
273800,238800,0.0
273800,107650,0.0
273800,109200,0.0
273800,260570,0.0
273800,150699,0.0
273800,175510,0.0
273800,220120,0.0
273800,192200,0.0
273800,606798,0.0
273800,137400,0.0
273800,604278,0.0
273800,179800,0.0
273800,179830,0.0
273800,606842,0.0
273800,194200,0.0
273800,125852,0.0
273800,119500,0.0
273800,600634,0.0
273800,270960,0.0
273800,260480,0.0
273800,115645,0.0
273800,147480,0.0
273800,243200,0.0
273800,278200,0.0
273800,249100,0.0
273800,181460,0.0
273800,134750,0.0
607554,171300,0.0
607554,102300,0.0
607554,137580,0.0
607554,147530,0.0
607554,601042,0.0
607554,608622,0.0
607554,161900,0.0
607554,143465,0.0
607554,144110,0.0
607554,261515,0.0
607554,276300,0.0
607554,188030,0.0
607554,148000,0.0
607554,273300,0.0
607554,236000,0.0
607554,254400,0.0
607554,114480,0.0
607554,607681,0.0
607554,239350,0.0
607554,190300,0.0
607554,600131,0.0
607554,607631,0.0
607554,604827,0.0
607554,608105,0.0
607554,208700,0.0
607554,607682,0.0
607554,300491,0.0
607554,217200,0.0
607554,607628,0.0
607554,267740,0.0
607554,208550,0.0
607554,600807,0.0
607554,151400,0.0
607554,258360,0.0
607554,109543,0.0
607554,126200,0.0
607554,603165,0.0
607554,151590,0.0
607554,133600,0.0
607554,164230,0.0
607554,167870,0.0
607554,115000,0.0
607554,134510,0.0
607554,134520,0.0
607554,134430,0.0
607554,227300,0.0
607554,134500,0.0
607554,157950,0.0
607554,254200,0.0
607554,300494,0.0
607554,181500,0.0
607554,178600,0.0
607554,247640,0.0
607554,102500,0.0
607554,215470,0.0
607554,601518,0.0
607554,311360,0.0
607554,176807,0.0
607554,192000,0.0
607554,137750,0.0
607554,145500,0.0
607554,225755,0.0
607554,608033,0.0
607554,260970,0.0
607554,225740,0.0
607554,215140,0.0
607554,256370,0.0
607554,600351,0.0
607554,203700,0.0
607554,208300,0.0
607554,137800,0.0
607554,254500,0.0
607554,540000,0.0
607554,125310,0.0
607554,601367,0.0
607554,150600,0.0
607554,166710,0.0
607554,602080,0.0
607554,167320,0.0
607554,607459,0.0
607554,208230,0.0
607554,308205,0.0
607554,106400,0.0
607554,140600,0.0
607554,607850,0.0
607554,165720,0.0
607554,252320,0.0
607554,600808,0.0
607554,600631,0.0
607554,263300,0.0
607554,144700,0.0
607554,155601,0.0
607554,155600,0.0
607554,187950,0.0
607554,182280,0.0
607554,600082,0.0
607554,200170,0.0
607554,241100,0.0
607554,109350,0.0
607554,107320,0.0
607554,157300,0.0
607554,152700,0.0
607554,191390,0.0
607554,266600,0.0
607554,179600,0.0
607554,190400,0.0
607554,160750,0.0
607554,181000,0.0
607554,601608,0.0
607554,153880,0.0
607554,233810,0.0
607554,223350,0.0
607554,166760,0.0
607554,125853,0.0
607554,125851,0.0
607554,600496,0.0
607554,125850,0.0
607554,212350,0.0
607554,212112,0.0
607554,212130,0.0
607554,208750,0.0
607554,226000,0.0
607554,246300,0.0
607554,188050,0.0
607554,146255,0.0
607554,601626,0.0
607554,208920,0.0
607554,133239,0.0
607554,246470,0.0
607554,259500,0.0
607554,231090,0.0
607554,268220,0.0
607554,114500,0.0
607554,137215,0.0
607554,109800,0.0
607554,143880,0.0
607554,166300,0.0
607554,114580,0.0
607554,212050,0.0
607554,125320,0.0
607554,168600,0.0
607554,190310,0.0
607554,168100,0.0
607554,107550,0.0
607554,226150,0.0
607554,158280,0.0
607554,256700,0.0
607554,188470,0.0
607554,211980,0.0
607554,194070,0.0
607554,600263,0.0
607554,176800,0.0
607554,184700,0.0
607554,254800,0.0
607554,102100,0.0
607554,254770,0.0
607554,605055,0.0
607554,606703,0.0
607554,277460,0.0
607554,266120,0.0
607554,230450,0.0
607554,104300,0.0
607554,231900,0.0
607554,608583,0.0
607554,608088,0.0
607554,165199,0.0
607554,247200,0.0
607554,601004,0.0
607554,138800,0.0
607554,275000,0.0
607554,140300,0.0
607554,264120,0.0
607554,303110,0.0
607554,601665,0.0
607554,147540,0.0
607554,103780,0.0
607554,601682,0.0
607554,137760,0.0
607554,131300,0.0
607554,144650,0.0
607554,144010,0.0
607554,310468,0.0
607554,115195,0.0
607554,254450,0.0
607554,248190,0.0
607554,189800,0.0
607554,174800,0.0
607554,604416,0.0
607554,146500,0.0
607554,140850,0.0
607554,110100,0.0
607554,300125,0.0
607554,157700,0.0
607554,109100,0.0
607554,277440,0.0
607554,241519,0.0
607554,182830,0.0
607554,602068,0.0
607554,300232,0.0
607554,259050,0.0
607554,165150,0.0
607554,156190,0.0
607554,104130,0.0
607554,304790,0.0
607554,146850,0.0
607554,205700,0.0
607554,607499,0.0
607554,607685,0.0
607554,131440,0.0
607554,145200,0.0
607554,145100,0.0
607554,182000,0.0
607554,277350,0.0
607554,115300,0.0
607554,173200,0.0
607554,148100,0.0
607554,608320,0.0
607554,128101,0.0
607554,607225,0.0
607554,143100,0.0
607554,189600,0.0
607554,131200,0.0
607554,121201,0.0
607554,132100,0.0
607554,132090,0.0
607554,132300,0.0
607554,212140,0.0
607554,607516,0.0
607554,607508,0.0
607554,607501,0.0
607554,607498,0.0
607554,170900,0.0
607554,175100,0.0
607554,175505,0.0
607554,135550,0.0
607554,125700,0.0
607554,304900,0.0
607554,268320,0.0
607554,103100,0.0
607554,121200,0.0
607554,237500,0.0
607554,237450,0.0
607554,218800,0.0
607554,208085,0.0
607554,608217,0.0
607554,143500,0.0
607554,133690,0.0
607554,600803,0.0
607554,602522,0.0
607554,263800,0.0
607554,246400,0.0
607554,156000,0.0
607554,160300,0.0
607554,127750,0.0
607554,102400,0.0
607554,308350,0.0
607554,605021,0.0
607554,312910,0.0
607554,113610,0.0
607554,218200,0.0
607554,250790,0.0
607554,206200,0.0
607554,240400,0.0
607554,146110,0.0
607554,230800,0.0
607554,114550,0.0
607554,145600,0.0
607554,154276,0.0
607554,217150,0.0
607554,238800,0.0
607554,107650,0.0
607554,109200,0.0
607554,260570,0.0
607554,150699,0.0
607554,175510,0.0
607554,220120,0.0
607554,192200,0.0
607554,606798,0.0
607554,137400,0.0
607554,604278,0.0
607554,179800,0.0
607554,179830,0.0
607554,606842,0.0
607554,194200,0.0
607554,125852,0.0
607554,119500,0.0
607554,600634,0.0
607554,270960,0.0
607554,260480,0.0
607554,115645,0.0
607554,147480,0.0
607554,243200,0.0
607554,278200,0.0
607554,249100,0.0
607554,181460,0.0
607554,134750,0.0
171300,102300,0.0
171300,137580,0.0
171300,147530,0.0
171300,601042,0.0
171300,608622,0.0
171300,161900,0.0
171300,143465,0.0
171300,144110,0.0
171300,261515,0.0
171300,276300,0.0
171300,188030,0.0
171300,148000,0.0
171300,273300,0.0
171300,236000,0.0
171300,254400,0.0
171300,114480,0.0
171300,607681,0.0
171300,239350,0.0
171300,190300,0.0
171300,600131,0.0
171300,607631,0.0
171300,604827,0.0
171300,608105,0.0
171300,208700,0.0
171300,607682,0.0
171300,300491,0.0
171300,217200,0.0
171300,607628,0.0
171300,267740,0.0
171300,208550,0.0
171300,600807,0.0
171300,151400,0.0
171300,258360,0.0
171300,109543,0.0
171300,126200,0.0
171300,603165,0.0
171300,151590,0.0
171300,133600,0.0
171300,164230,0.0
171300,167870,0.0
171300,115000,0.0
171300,134510,0.0
171300,134520,0.0
171300,134430,0.0
171300,227300,0.0
171300,134500,0.0
171300,157950,0.0
171300,254200,0.0
171300,300494,0.0
171300,181500,0.0
171300,178600,0.0
171300,247640,0.0
171300,102500,0.0
171300,215470,0.0
171300,601518,0.0
171300,311360,0.0
171300,176807,0.0
171300,192000,0.0
171300,137750,0.0
171300,145500,0.0
171300,225755,0.0
171300,608033,0.0
171300,260970,0.0
171300,225740,0.0
171300,215140,0.0
171300,256370,0.0
171300,600351,0.0
171300,203700,0.0
171300,208300,0.0
171300,137800,0.0
171300,254500,0.0
171300,540000,0.0
171300,125310,0.0
171300,601367,0.0
171300,150600,0.0
171300,166710,0.0
171300,602080,0.0
171300,167320,0.0
171300,607459,0.0
171300,208230,0.0
171300,308205,0.0
171300,106400,0.0
171300,140600,0.0
171300,607850,0.0
171300,165720,0.0
171300,252320,0.0
171300,600808,0.0
171300,600631,0.0
171300,263300,0.0
171300,144700,0.0
171300,155601,0.0
171300,155600,0.0
171300,187950,0.0
171300,182280,0.0
171300,600082,0.0
171300,200170,0.0
171300,241100,0.0
171300,109350,0.0
171300,107320,0.0
171300,157300,0.0
171300,152700,0.0
171300,191390,0.0
171300,266600,0.0
171300,179600,0.0
171300,190400,0.0
171300,160750,0.0
171300,181000,0.0
171300,601608,0.0
171300,153880,0.0
171300,233810,0.0
171300,223350,0.0
171300,166760,0.0
171300,125853,0.0
171300,125851,0.0
171300,600496,0.0
171300,125850,0.0
171300,212350,0.0
171300,212112,0.0
171300,212130,0.0
171300,208750,0.0
171300,226000,0.0
171300,246300,0.0
171300,188050,0.0
171300,146255,0.0
171300,601626,0.0
171300,208920,0.0
171300,133239,0.0
171300,246470,0.0
171300,259500,0.0
171300,231090,0.0
171300,268220,0.0
171300,114500,0.0
171300,137215,0.0
171300,109800,0.0
171300,143880,0.0
171300,166300,0.0
171300,114580,0.0
171300,212050,0.0
171300,125320,0.0
171300,168600,0.0
171300,190310,0.0
171300,168100,0.0
171300,107550,0.0
171300,226150,0.0
171300,158280,0.0
171300,256700,0.0
171300,188470,0.0
171300,211980,0.0
171300,194070,0.0
171300,600263,0.0
171300,176800,0.0
171300,184700,0.0
171300,254800,0.0
171300,102100,0.0
171300,254770,0.0
171300,605055,0.0
171300,606703,0.0
171300,277460,0.0
171300,266120,0.0
171300,230450,0.0
171300,104300,0.0
171300,231900,0.0
171300,608583,0.0
171300,608088,0.0
171300,165199,0.0
171300,247200,0.0
171300,601004,0.0
171300,138800,0.0
171300,275000,0.0
171300,140300,0.0
171300,264120,0.0
171300,303110,0.0
171300,601665,0.0
171300,147540,0.0
171300,103780,0.0
171300,601682,0.0
171300,137760,0.0
171300,131300,0.0
171300,144650,0.0
171300,144010,0.0
171300,310468,0.0
171300,115195,0.0
171300,254450,0.0
171300,248190,0.0
171300,189800,0.0
171300,174800,0.0
171300,604416,0.0
171300,146500,0.0
171300,140850,0.0
171300,110100,0.0
171300,300125,0.0
171300,157700,0.0
171300,109100,0.0
171300,277440,0.0
171300,241519,0.0
171300,182830,0.0
171300,602068,0.0
171300,300232,0.0
171300,259050,0.0
171300,165150,0.0
171300,156190,0.0
171300,104130,0.0
171300,304790,0.0
171300,146850,0.0
171300,205700,0.0
171300,607499,0.0
