Disease1,Disease2,HPO-SIM
157950,601682,0.4124056726725825
157950,179800,0.2813440394088386
157950,134750,0.3539699647591777
157950,607850,0.4194112991618958
157950,157300,0.2463810794307099
157950,179830,0.2730660760316112
157950,263800,0.2049239075216877
157950,188030,0.2980884650108868
157950,188050,0.2441133010934992
157950,304790,0.1510052845986362
157950,194200,0.2199583991059711
157950,208550,0.3720137114250359
157950,218800,0.21618725409822886
157950,231090,0.2815434632900159
157950,278200,0.3720714960654464
157950,104130,0.4329136749622065
157950,192200,0.32677415588399417
157950,145100,0.5829226798382208
157950,102100,0.5387068532720175
157950,182000,0.4124056726725825
157950,239350,0.18984683053840196
157950,143100,0.2137294041047154
157950,304900,0.2045976302020424
157950,231200,0.3276197518307509
157950,608033,0.2155242040337355
157950,114480,0.4545256833071694
157950,145200,0.4159463815930661
157950,208700,0.2108292584885374
157950,114500,0.2897712297894103
157950,276300,0.17850947666856218
157950,247640,0.27909649782771745
157950,165720,0.5207758268698495
157950,608088,0.22999507338739014
157950,190300,0.2722262504926886
157950,190310,0.27399432872927243
157950,151400,0.2864662854300005
157950,608105,0.20640166642843225
157950,104300,0.2734566811506487
157950,208750,0.2271790937511051
157950,241519,0.4368940170883541
157950,114550,0.3617950669284717
157950,266120,0.2796694122389149
157950,237450,0.3381994966650277
157950,114580,0.4187641781265452
157950,102300,0.29121341060629524
157950,255900,0.17881693877447988
157950,106400,0.5155272974957592
157950,264120,0.2279285365995845
157950,268220,0.34083559174722144
157950,237500,0.2491560678053985
157950,167870,0.4131415037276421
157950,190400,0.3489904458530586
157950,155600,0.25172102651096434
157950,155601,0.4136219447608684
157950,602068,0.32711581405019463
157950,608217,0.3369053419206757
157950,602080,0.4342133946838271
157950,227300,0.2490996048593997
157950,137215,0.505896165900394
604416,153880,0.21908238518243225
604416,600351,0.30461838191612395
604416,258360,0.4435158256734972
604416,115000,0.2798703142498282
604416,608583,0.2846305209706255
604416,233810,0.36305853725515097
604416,156000,0.2466765057010996
604416,266600,0.3415358020025475
604416,137580,0.20329380104780706
604416,608622,0.3865477434906347
604416,131440,0.4269345590827784
604416,121201,0.3097394068469301
604416,256370,0.2459065273904217
604416,121200,0.2692586314057035
604416,127350,0.4554667235921746
604416,184700,0.3325989237287915
604416,125310,0.3378596801828959
604416,248190,0.28787104331947816
604416,135550,0.3079538055301952
604416,260480,0.43643012283467664
604416,164230,0.2293516456735556
604416,125320,0.2701276013246856
604416,602522,0.1552289172169588
604416,166300,0.2780177125124652
604416,252320,0.3062062704315147
604416,178600,0.3103671585943591
604416,215470,0.15028980285784233
604416,600496,0.2456302251740476
604416,254400,0.4614815847667081
604416,225740,0.18042542445654305
604416,260570,0.21535236400192295
604416,225755,0.2008214575812024
604416,231900,0.2261534868945341
604416,236000,0.3901948273720637
604416,133600,0.4565009698222684
604416,606703,0.18387044901706093
604416,254450,0.4494083420633527
604416,115195,0.38736437582869393
604416,143880,0.20151300174301728
604416,137750,0.2699976700037704
604416,246300,0.6224940920771864
604416,156190,0.2718580852591035
604416,148000,0.4536744965199089
604416,137760,0.3081031100149253
604416,254500,0.3666177445796729
604416,109100,0.5913718381100732
604416,160300,0.2104743038585057
604416,182830,0.230727686564214
604416,600631,0.3865477434906347
604416,275000,0.2848617608904919
604416,133690,0.5101100115888146
604416,600634,0.050550374844742604
604416,137800,0.308512325707658
604416,158280,0.09264805629639622
604416,606798,0.2131810170828678
604416,115300,0.5369591308458328
604416,270960,0.32856789533926045
604416,606842,0.2059022553729155
604416,246400,0.43899830275517615
604416,148100,0.6172256185653673
604416,144010,0.4050254571618056
604416,109200,0.4350953211188221
604416,168600,0.12610612056735634
604416,604827,0.2600416028772907
604416,125600,0.6570139887696489
604416,176800,0.5302490411866674
604416,154276,0.2085455484314772
604416,176807,0.4134890070718845
604416,256700,0.3620613652833298
604416,103100,0.3085471043457253
604416,146110,0.3396165959165402
604416,246470,0.31788375850299944
604416,119500,0.37605897671296784
604416,226000,0.23027760871109146
604416,174800,0.281415193329361
604416,600803,0.4313864088400361
604416,600807,0.5613784708197038
604416,600808,0.41550006758868296
604416,144110,0.5659802986199302
604416,125700,0.23677022542797835
604416,127750,0.21858945573198174
604416,181000,0.390757410993952
604416,240400,0.3353183342384425
604416,109350,0.4206621772236015
604416,254770,0.27306976956948525
604416,166710,0.4531150546078495
604416,107320,0.34610074694067405
604416,146255,0.18543272957822093
604416,254800,0.1888480857318272
604416,605021,0.18107343719682656
604416,226150,0.3985576361493725
604416,277350,0.3403945993775177
604416,166760,0.4787060012085962
604416,260970,0.19440334739098936
604416,605055,0.23057071027188464
604416,205700,0.4095717832669157
604416,273300,0.1951531403372952
604416,170900,0.3079538055301952
604416,125850,0.463957614552951
604416,125851,0.3868754208677502
604416,125852,0.3093442897729541
604416,125853,0.2392853814208316
604416,191390,0.330879440996899
604416,250790,0.29369664211186725
604416,601004,0.3861107186591517
604416,203700,0.14364985785410067
604416,115645,0.28455370601382635
604416,277440,0.3854095516180587
604416,113610,0.21065288216437847
604416,601042,0.18465141513189487
604416,277460,0.355250312251649
604416,220120,0.1759026129404036
604416,109543,0.5402837451975969
604416,259050,0.3471342219952487
604416,308205,0.3893480435401349
604416,160750,0.4807935052680226
604416,607225,0.207140532698365
604416,132090,0.3145214602705702
604416,175100,0.3366455038825943
604416,132100,0.3495350455095829
604416,136200,0.463957614552951
604416,211980,0.4421690194065069
604416,140300,0.5562130719214957
604416,603165,0.5176438547440618
604416,107550,0.3775945076771232
604416,230450,0.20354575241903827
604416,146500,0.29302549274471995
604416,150600,0.3606315781632815
604416,212050,0.5441083352903557
604416,218200,0.2091880915553745
604416,300125,0.16150158798663766
604416,128101,0.19791661915328426
604416,152700,0.5797365762236302
604416,308350,0.15898035892067608
604416,210050,0.1953502191371537
604416,107650,0.2289337599503748
604416,263300,0.310615023925917
604416,212112,0.2696702677806426
604416,173200,0.4425223659763966
604416,189600,0.3087427925717935
604416,212130,0.2578010030384044
604416,150699,0.4131976571842292
604416,212140,0.14717270177667674
604416,310468,0.13817799915155238
604416,300232,0.3227568019218492
604416,132300,0.2743115578034831
604416,238800,0.3353183342384425
604416,181460,0.6178789606727372
604416,208085,0.3556354406948313
604416,607459,0.14235629496115382
604416,109800,0.3865477434906347
604416,126200,0.14763753708735572
604416,181500,0.2476670302929702
604416,144650,0.2293167591363433
604416,607499,0.27002121332727697
604416,607498,0.22012351049853549
604416,607501,0.22055521450407573
604416,249100,0.44332043536965615
604416,607508,0.22012351049853549
604416,601367,0.05546687282588485
604416,607516,0.2047143538160764
604416,134430,0.2683604987444934
604416,165150,0.2697660139160206
604416,171300,0.31841225012491403
604416,140600,0.5021405137630239
604416,191800,0.4006591504517907
604416,144700,0.2649320970050001
604416,607554,0.2846305209706255
604416,165199,0.2297826019612052
604416,540000,0.11886385952494777
604416,134500,0.3112918879694758
604416,103780,0.07914549403789342
604416,208230,0.3109914176353452
604416,189800,0.19643651853181632
604416,134510,0.3079538055301952
604416,134520,0.5108560315634603
604416,308600,0.3828334838182271
604416,206200,0.20098574848541065
604416,212350,0.1493297233171198
604416,273800,0.2984405876523384
604416,261515,0.18159718670097724
604416,607628,0.2699775570294005
604416,607631,0.24620404218443745
604416,179600,0.4033486517425202
604416,175505,0.3082451554178506
604416,230800,0.3317638806166693
604416,175510,0.30863442924017503
604416,167320,0.20494320867021426
604416,247200,0.3923547774163546
604416,146850,0.6178789606727372
604416,208300,0.2577299589904421
604416,259500,0.2720793620768317
604416,601518,0.31651418897424893
604416,607681,0.2513265806329293
604416,607682,0.2651548384542375
604416,607685,0.4001886311731123
604416,300491,0.228051405880001
604416,241100,0.1941054330151896
604416,300494,0.2214005089260694
604416,267730,0.32343937289784097
604416,155100,0.3365783393411612
604416,267740,0.2621195324026469
604416,200170,0.3643850705324319
604416,192000,0.3861107186591517
604416,243200,0.2261534868945341
604416,601608,0.35226940762926395
604416,110100,0.2970877880846486
604416,194070,0.4284679342501083
604416,601626,0.5411486446218713
604416,187950,0.4578011821054277
604416,138800,0.30755868845621914
604416,140850,0.2558309307923139
604416,601665,0.3320675299662466
604416,259660,0.2873436762926753
604416,312910,0.15922617177568532
604416,601682,0.3861107186591517
604416,179800,0.23411533824730216
604416,134750,0.6186791995463274
604416,607850,0.4222302195899173
604416,157300,0.22012351049853549
604416,179830,0.2467965907528399
604416,263800,0.1888598266920639
604416,188030,0.39492961583482383
604416,188050,0.21781300635417453
604416,304790,0.37887416459484746
604416,194200,0.19365230938014436
604416,208550,0.4056627706971112
604416,218800,0.335596299965301
604416,231090,0.2592816522755822
604416,278200,0.3519706538025993
604416,104130,0.4458775507140749
604416,192200,0.30921641941553496
604416,145100,0.5659802986199302
604416,102100,0.3761700623948612
604416,182000,0.5592202062446114
604416,239350,0.16849528604529065
604416,143100,0.18746757933447067
604416,304900,0.18713009235608255
604416,231200,0.2835917919916841
604416,608033,0.3076804373185833
604416,114480,0.4282494218343668
604416,145200,0.6046188675592931
604416,208700,0.18948749525333125
604416,114500,0.2634862188282965
604416,276300,0.35534315196409394
604416,247640,0.3802573431916545
604416,165720,0.4929273696490555
604416,608088,0.20370839184097733
604416,190300,0.2459387734955091
604416,190310,0.2477132949890855
604416,151400,0.4362917383508881
604416,608105,0.18501732517151093
604416,104300,0.2471831545143932
604416,208750,0.3865081617564338
604416,241519,0.2603187449098542
604416,114550,0.4683602802149151
604416,266120,0.2583028734016396
604416,237450,0.4810373257189273
604416,114580,0.5482229804982627
604416,102300,0.2649320462197693
604416,255900,0.2803784983459977
604416,106400,0.5047418209707293
604416,264120,0.2065485023092984
604416,268220,0.3194565912161939
604416,237500,0.3840299169349125
604416,167870,0.3868754208677502
604416,190400,0.32154243133820604
604416,155600,0.4597452074284442
604416,155601,0.5730528011324255
604416,602068,0.4688315441246723
604416,608217,0.3106477729885013
604416,602080,0.2476716314995445
604416,227300,0.2278184225202673
604416,137215,0.24576913171649095
153880,600351,0.3788668575305224
153880,258360,0.2778259812837641
153880,115000,0.2544477733617241
153880,608583,0.2584311882912269
153880,233810,0.14518715304022062
153880,156000,0.22047717302170106
153880,266600,0.17393019627631862
153880,137580,0.17709446836840848
153880,608622,0.36034841081123614
153880,131440,0.24254351716939404
153880,121201,0.2835400741675316
153880,256370,0.21970719471102312
153880,121200,0.2430592987263049
153880,127350,0.18314930584657693
153880,184700,0.31437368312171904
153880,125310,0.3604039837849381
153880,248190,0.6394876369551499
153880,135550,0.28175447285079663
153880,260480,0.3430269003005124
153880,164230,0.20315231299415695
153880,125320,0.24392826864528705
153880,602522,0.3291601715992173
153880,166300,0.3158400177416115
153880,252320,0.14931284275194212
153880,178600,0.15677194777466996
153880,215470,0.40482080319797015
153880,600496,0.3735566589553741
153880,254400,0.05951059369822155
153880,225740,0.3250114940856471
153880,260570,0.32332653256247224
153880,225755,0.3222024676725978
153880,231900,0.33708632799515137
153880,236000,0.29172705816998634
153880,133600,0.36208356632402783
153880,606703,0.15767111633766234
153880,254450,0.30114049596796244
153880,115195,0.3611650431492954
153880,143880,0.4538058268858444
153880,137750,0.6147782410837754
153880,246300,0.4171325551465887
153880,156190,0.4129806548406101
153880,148000,0.4816875036201831
153880,137760,0.6428219859712674
153880,254500,0.3469724588822747
153880,109100,0.3632534905172857
153880,160300,0.25813471130436105
153880,182830,0.4728283658577785
153880,600631,0.36034841081123614
153880,275000,0.3348895729471522
153880,133690,0.2426554955329416
153880,600634,0.05062940534832371
153880,137800,0.28231299302825946
153880,158280,0.09271438146695052
153880,606798,0.19605949791050475
153880,115300,0.3956419909015039
153880,270960,0.4343646871669151
153880,606842,0.12041882331161152
153880,246400,0.20788940149759927
153880,148100,0.36034841081123614
153880,144010,0.4275627467728004
153880,109200,0.2439660610397618
153880,168600,0.10917752119028493
153880,604827,0.23902068322551265
153880,125600,0.3735792285898616
153880,176800,0.3599113859797531
153880,154276,0.3157027573130716
153880,176807,0.387289674392486
153880,256700,0.383277790425841
153880,103100,0.4493215329249992
153880,146110,0.2018120109933064
153880,246470,0.19503842247059644
153880,119500,0.14947702601064708
153880,226000,0.21020122512913447
153880,174800,0.24183882725236036
153880,600803,0.2705135138035593
153880,600807,0.3860989016550968
153880,600808,0.3893007349092844
153880,144110,0.3599113859797531
153880,125700,0.4011654743427253
153880,127750,0.1923901230525832
153880,181000,0.3943221697797936
153880,240400,0.5331893523224353
153880,109350,0.24186482825961275
153880,254770,0.2468704368900867
153880,166710,0.3613598647759992
153880,107320,0.4448977894522407
153880,146255,0.2639848409674124
153880,254800,0.16782716608004916
153880,605021,0.1600525175450485
153880,226150,0.1852404140072561
153880,277350,0.4187529736893844
153880,166760,0.22024411606035474
153880,260970,0.1733824277392113
153880,605055,0.20437137759248608
153880,205700,0.4183618162619948
153880,273300,0.2841252593898802
153880,170900,0.3840132822796463
153880,125850,0.3894506348473544
153880,125851,0.4988900204532936
153880,125852,0.4637054567208338
153880,125853,0.3321824214218886
153880,191390,0.16060043310984967
153880,250790,0.2584634226415287
153880,601004,0.3599113859797531
153880,203700,0.31526784606906183
153880,115645,0.32916882502567496
153880,277440,0.19003355169674316
153880,113610,0.38087419624901003
153880,601042,0.2960669008123437
153880,277460,0.2791878823548969
153880,220120,0.214248149023714
153880,109543,0.36034841081123614
153880,259050,0.3180503123794097
153880,308205,0.26815144726125456
153880,160750,0.2822529379384905
153880,607225,0.3228382081928509
153880,132090,0.28832212759117165
153880,175100,0.3159822325799766
153880,132100,0.3233357128301843
153880,136200,0.2818691572492195
153880,211980,0.4159696867271083
153880,140300,0.2832960755808537
153880,603165,0.3990184186501275
153880,107550,0.417299324036896
153880,230450,0.3050522494472632
153880,146500,0.3384174689507383
153880,150600,0.2823969393403803
153880,212050,0.17188974813667995
153880,218200,0.4492092323862896
153880,300125,0.30917797748723963
153880,128101,0.17171728647388568
153880,152700,0.15748187567026012
153880,308350,0.1173780526719886
153880,210050,0.15022571546825256
153880,107650,0.20273442727097624
153880,263300,0.18948529272526046
153880,212112,0.3549049074383677
153880,173200,0.1914443377859291
153880,189600,0.2825434598923949
153880,212130,0.2367800833866264
153880,150699,0.38699832450483057
153880,212140,0.22383269526026767
153880,310468,0.21974462359983413
153880,300232,0.2553076047854619
153880,132300,0.2481122251240845
153880,238800,0.5331893523224353
153880,181460,0.37272104604067857
153880,208085,0.25364159113483986
153880,607459,0.3628594370624597
153880,109800,0.36034841081123614
153880,126200,0.2742529758563691
153880,181500,0.22146769761357168
153880,144650,0.4062573015265817
153880,607499,0.2524717979928048
153880,607498,0.3563922465781041
153880,607501,0.3568239505836444
153880,249100,0.21607561028715616
153880,607508,0.3563922465781041
153880,601367,0.05555024762342889
153880,607516,0.3336190163408631
153880,134430,0.2421611660650948
153880,165150,0.4444222048116646
153880,171300,0.378560913948592
153880,140600,0.28251612611868165
153880,191800,0.3749600878588732
153880,144700,0.247810577832637
153880,607554,0.2584311882912269
153880,165199,0.4357205732477159
153880,540000,0.33974751942672865
153880,134500,0.2850925552900772
153880,103780,0.0792118192084477
153880,208230,0.24227988498139505
153880,189800,0.34989954578109433
153880,134510,0.28175447285079663
153880,134520,0.20345485532501267
153880,308600,0.2969151637932691
153880,206200,0.17996482883363266
153880,212350,0.4462637088397042
153880,273800,0.1422774337951655
153880,261515,0.3215399463460348
153880,607628,0.243778224350002
153880,607631,0.22000470950503886
153880,179600,0.29973406392615765
153880,175505,0.28204582273845197
153880,230800,0.3434569642911853
153880,175510,0.2824350965607764
153880,167320,0.2048621755449582
153880,247200,0.3365423574260079
153880,146850,0.37272104604067857
153880,208300,0.4484041924520231
153880,259500,0.5188045359853208
153880,601518,0.2906590136138659
153880,607681,0.22512724795353076
153880,607682,0.2389555057748389
153880,607685,0.1587766478102809
153880,300491,0.1788591479056619
153880,241100,0.17308451336341155
153880,300494,0.20326852537001253
153880,267730,0.3024184532460629
153880,155100,0.17279980790641306
153880,267740,0.4805091342227188
153880,200170,0.2973382594367173
153880,192000,0.3599113859797531
153880,243200,0.3911120615329741
153880,601608,0.20440538064344047
153880,110100,0.4452611341373467
153880,194070,0.40226860157070976
153880,601626,0.3875081259772296
153880,187950,0.22472057283989827
153880,138800,0.2813593557768205
153880,140850,0.19861839160810532
153880,601665,0.3789358452321399
153880,259660,0.1649491094935846
153880,312910,0.30796285716194205
153880,601682,0.5794453024248076
153880,179800,0.25981117992795155
153880,134750,0.2432592542789884
153880,607850,0.21931945542681786
153880,157300,0.3563922465781041
153880,179830,0.38104043744989946
153880,263800,0.30869272551989696
153880,188030,0.24561287085868555
153880,188050,0.191613673674776
153880,304790,0.19888893857722065
153880,194200,0.16745297670074574
153880,208550,0.20418686822769894
153880,218800,0.2496030466304268
153880,231090,0.23892874698881186
153880,278200,0.18506560407466285
153880,104130,0.20482383686567365
153880,192200,0.29166700408106283
153880,145100,0.3599113859797531
153880,102100,0.3715919441722906
153880,182000,0.3599113859797531
153880,239350,0.23460024527085796
153880,143100,0.3575666374575316
153880,304900,0.2647869214461867
153880,231200,0.14193082975448687
153880,608033,0.28577599125467545
153880,114480,0.4020500891549682
153880,145200,0.3634894799814931
153880,208700,0.16852706525357194
153880,114500,0.237286886148898
153880,276300,0.13612335413060678
153880,247640,0.23670903933866405
153880,165720,0.37325111059956667
153880,608088,0.31582428687573433
153880,190300,0.21973944081611047
153880,190310,0.4440521186538729
153880,151400,0.2507734658165969
153880,608105,0.3497878741755869
153880,104300,0.22098382183499465
153880,208750,0.18461980899087216
153880,241519,0.2761594542390381
153880,114550,0.3093061496164696
153880,266120,0.34004455301869896
153880,237450,0.2835007012143105
153880,114580,0.2652797070861703
153880,102300,0.23873271354037076
153880,255900,0.13650342072680732
153880,106400,0.2810680058891652
153880,264120,0.18552758265752034
153880,268220,0.29843567156441586
153880,237500,0.2995583158447097
153880,167870,0.3606760881883516
153880,190400,0.2961198904501019
153880,155600,0.41932000584854257
153880,155601,0.3611650431492954
153880,602068,0.2847345864080173
153880,608217,0.2844484403091027
153880,602080,0.2372766531913939
153880,227300,0.20679385742544806
153880,137215,0.2195697990370924
600351,258360,0.2841761319181473
600351,115000,0.3075771904536877
600351,608583,0.43179750167822384
600351,233810,0.1811290825897228
600351,156000,0.1969255310336349
600351,266600,0.5053402520814357
600351,137580,0.1535428263803423
600351,608622,0.4727439606807276
600351,131440,0.4792438843881767
600351,121201,0.25998843217946543
600351,256370,0.19615555272295696
600351,121200,0.21950765673823874
600351,127350,0.2215035816559667
600351,184700,0.30521302320427435
600351,125310,0.26930005232966264
600351,248190,0.2563593469160669
600351,135550,0.25820283086273044
600351,260480,0.3334939281757144
600351,164230,0.17960067100609084
600351,125320,0.2203766266572209
600351,602522,0.2817636158733486
600351,166300,0.23752299312497596
600351,252320,0.2965643582071802
600351,178600,0.3446911898439577
600351,215470,0.11039408178060292
600351,600496,0.3602250519052682
600351,254400,0.2289481124277348
600351,225740,0.1768668515300295
600351,260570,0.5797140020372342
600351,225755,0.15371759282278247
600351,231900,0.40506280731993294
600351,236000,0.4756766419402129
600351,133600,0.3385319243359617
600351,606703,0.1837602273806168
600351,254450,0.5189647110518179
600351,115195,0.42740172278082456
600351,143880,0.44006848879530414
600351,137750,0.2707297909411027
600351,246300,0.5282523812526698
600351,156190,0.22210711059163876
600351,148000,0.429550333844705
600351,137760,0.2583521353474605
600351,254500,0.4839436332356624
600351,109100,0.4874485108788401
600351,160300,0.2938886863917771
600351,182830,0.18097671189674924
600351,600631,0.33679676882317
600351,275000,0.3629114926085607
600351,133690,0.21910385354487544
600351,600634,0.050844034780301306
600351,137800,0.2587613510401933
600351,158280,0.09319088460293813
600351,606798,0.18066291509180354
600351,115300,0.38241298963603854
600351,270960,0.4252040272494704
600351,606842,0.15366167224308294
600351,246400,0.4835650717506818
600351,148100,0.33679676882317
600351,144010,0.3364137450343861
600351,109200,0.2290616444781304
600351,168600,0.23274689123685866
600351,604827,0.22014588180005126
600351,125600,0.3504789000440254
600351,176800,0.3363597439916869
600351,154276,0.3433105401359016
600351,176807,0.3637380324044198
600351,256700,0.4636410576705432
600351,103100,0.2587961296782605
600351,146110,0.17826036900524025
600351,246470,0.4842830186491596
600351,119500,0.1259253840225809
600351,226000,0.2850856614014999
600351,174800,0.20592989166907424
600351,600803,0.5241846210227555
600351,600807,0.4640297966139138
600351,600808,0.3657490929212183
600351,144110,0.3363597439916869
600351,125700,0.2806531099554949
600351,127750,0.16883848106451704
600351,181000,0.4502083247368172
600351,240400,0.528888835410579
600351,109350,0.57068715893953
600351,254770,0.22331879490202056
600351,166710,0.3378082227879331
600351,107320,0.2850901705968497
600351,146255,0.2514391488158374
600351,254800,0.14895236465458778
600351,605021,0.14117771611958713
600351,226150,0.6145460324968098
600351,277350,0.2585558577943826
600351,166760,0.3338351447272075
600351,260970,0.15450762631374992
600351,605055,0.18081973560441988
600351,205700,0.4935861445366316
600351,273300,0.28303053841770986
600351,170900,0.4538469749248695
600351,125850,0.3761190277972486
600351,125851,0.4855584134031877
600351,125852,0.4512896326815555
600351,125853,0.31885081437178275
600351,191390,0.543791956248135
600351,250790,0.2876895804940864
600351,601004,0.5340659376247194
600351,203700,0.3718628696232035
600351,115645,0.13809057981061285
600351,277440,0.29183698796249075
600351,113610,0.1609019074969138
600351,601042,0.13490044046443014
600351,277460,0.27073052835828704
600351,220120,0.2069424262025667
600351,109543,0.512201037589449
600351,259050,0.1823352523131488
600351,308205,0.23471052832075384
600351,160750,0.3536020364907154
600351,607225,0.2464659291974429
600351,132090,0.26477048560310545
600351,175100,0.2841048067902251
600351,132100,0.2997840708421181
600351,136200,0.2583175152611534
600351,211980,0.3924180447390422
600351,140300,0.4335251121499778
600351,603165,0.3431095303730323
600351,107550,0.2447830232440232
600351,230450,0.3546052221264205
600351,146500,0.17517058067494906
600351,150600,0.2588452973523141
600351,212050,0.3469874031959802
600351,218200,0.2742010820491065
600351,300125,0.3843008830059411
600351,128101,0.2861054649269601
600351,152700,0.3278673353007556
600351,308350,0.2301368957957285
600351,210050,0.33738218734356706
600351,107650,0.17918278528291004
600351,263300,0.5262834020327378
600351,212112,0.2190159437721128
600351,173200,0.16789269579786292
600351,189600,0.2589918179043288
600351,212130,0.2782509500562849
600351,150699,0.3634466825167644
600351,212140,0.4519146033847881
600351,310468,0.21547496835692545
600351,300232,0.09179213514077042
600351,132300,0.22456058313601834
600351,238800,0.528888835410579
600351,181460,0.5273626429462362
600351,208085,0.3843060398601629
600351,607459,0.3486373611017907
600351,109800,0.33679676882317
600351,126200,0.11502051002389535
600351,181500,0.19791605562550546
600351,144650,0.39384147748730336
600351,607499,0.23669318545668755
600351,607498,0.4244290935240702
600351,607501,0.4248607975296104
600351,249100,0.4850070870406897
600351,607508,0.4244290935240702
600351,601367,0.2262482980305844
600351,607516,0.3802450582719597
600351,134430,0.5428800280415496
600351,165150,0.22001503924855587
600351,171300,0.3666385035239194
600351,140600,0.2589644841306155
600351,191800,0.3519537754521115
600351,144700,0.23241399501393584
600351,607554,0.43179750167822384
